# Time =     1.96559098E+00 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           3  -129.64767303139294        2.0002671693221012E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139337        1.9740047562271560E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13403910E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139331        1.9128138540730496E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139260        1.9283724699152217E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139496        1.9402272156492798E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139232        1.9487016856879582E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13423910E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139453       -1.7473543787906287E-008  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139263       -6.2571424223393791E-009  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139297        1.6966225201152647E-008  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139340        5.2107742561051671E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13443911E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139337       -1.9314586001080503E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139260       -1.9353033298860189E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139493       -1.9229113903223344E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139232       -1.8946930766070121E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13463912E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139450       -1.9910542393570600E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139260       -2.0062518468103952E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139294       -2.0165312257458533E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139334       -2.0222383162655016E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13483913E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139334       -1.3869636215718242E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139263       -1.5068486736140815E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139496       -1.7381061514071128E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139234       -2.0801852201020126E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13503913E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139450        1.8470618523832076E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139257        1.8497344409131378E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139291        1.8358621836170597E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139337        1.8058437539651021E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13523914E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139337        2.0593519595220781E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139263        2.0740921655672813E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139493        2.0827231780208184E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139229        2.0856104405723590E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13543915E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139450        2.9423624041668429E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139257        3.0691739471122712E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139297        3.2979973813092313E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139340        3.6286271409639289E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13563916E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139337       -1.7533653435412060E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139263       -1.7548618162497429E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139499       -1.7395971537176260E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139229       -1.7079561654105777E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13583916E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139450       -2.1173038120248679E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139254       -2.1315127916199106E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139291       -2.1384519991824416E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139331       -2.1385034798133210E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13603917E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139337       -4.4828021801339158E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139266       -4.6158403439621581E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139499       -4.8409135692084884E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139234       -5.1581747209504457E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13623918E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139450        1.6508749097069698E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139257        1.6512014688109652E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139297        1.6346435100883464E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139337        1.6015702256796486E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13643919E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139334        2.1645785103373018E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139257        2.1781981345480015E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139496        2.1834242781033684E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139229        2.1806532360042431E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13663919E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139453        5.9997605113711782E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139260        6.1383828049340527E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139297        6.3585238060050779E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139340        6.6606792654834729E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13683920E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139337       -1.5401632753392049E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139266       -1.5393253341831662E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139496       -1.5215742322438691E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139232       -1.4872601307701797E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13703921E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139448       -2.2009365297388671E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139254       -2.2139056858832079E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139294       -2.2173998911754644E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139337       -2.2118288155409468E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13723922E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139337       -7.4850626817844717E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139263       -7.6285652029699555E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139493       -7.8425806434107134E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139229       -8.1279424074043686E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13743922E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139453        1.4218520816052305E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139257        1.4198536703054473E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139300        1.4010081099538943E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139337        1.3656438065152279E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13763923E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139337        2.2262207549555718E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139257        2.2384628328271125E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139493        2.2401975287155663E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139220        2.2318462453519959E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13783924E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139453        8.9309120111799595E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139260        9.0784005338535270E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139300        9.2849820440740075E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139337        9.5518054637027805E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13803925E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139337       -1.2965946260074880E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139257       -1.2934460828702305E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139490       -1.2736114935427938E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139226       -1.2373938719216198E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13823925E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139450       -2.2403276104998197E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139257       -2.2517588203287850E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139303       -2.2517051362237196E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139337       -2.2405980073310563E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13843926E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139342       -1.0329686736612997E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139263       -1.0480137835732885E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139496       -1.0677901161480740E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139226       -1.0924436040542983E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13863927E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139450        1.1650716901563556E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139263        1.1607985899140483E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139305        1.1400929301619079E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139337        1.1032314103436189E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13883928E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139337        2.2431913574744518E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139257        2.2537395560774527E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139493        2.2518863897829550E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139229        2.2380706561373033E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13903928E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139453        1.1673811616413263E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139257        1.1826237112299208E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139305        1.2013898523899059E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139337        1.2238562171133177E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13923929E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139337       -1.0280031165211711E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139260       -1.0226423428194741E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139499       -1.0011944600490805E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139229       -9.6390789548678596E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13943930E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139456       -2.2347959013265994E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139257       -2.2444114969973138E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139305       -2.2407761758172744E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139337       -2.2243325539676503E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13963931E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139340       -1.2955860574224340E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139257       -1.3109439026387300E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139499       -1.3285946073547322E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139229       -1.3487457593361958E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13983931E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139462        8.8615134121648497E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139263        8.7974422113579233E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139305        8.5768345427370427E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139337        8.2019008465947108E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14003932E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139340        2.2152017036774844E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139260        2.2238510834124446E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139493        2.2184720582793355E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139223        2.1995069996288601E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14023933E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139467        1.4168866195155627E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139271        1.4322893255280932E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139308        1.4487385232840765E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139342        1.4664720379831994E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14043934E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139345       -7.4031308673124128E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139269       -7.3289805574961065E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139502       -7.1034999352854197E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139229       -6.7286119888586645E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14063934E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139467       -2.1845595131632167E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139271       -2.1922087948429836E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139308       -2.1851278630929615E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139337       -2.1637559789757393E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14083935E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139340       -1.5306553716079412E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139266       -1.5460270805962461E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139499       -1.5611899973040344E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139232       -1.5764116904046443E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14103936E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139476        5.9129733613421177E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139274        5.8291618519687705E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139317        5.6000628864727227E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139345        5.2273058121802857E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14123937E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139340        2.1430981301862681E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139266        2.1497035465596981E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139499        2.1409569507707079E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139234        2.1172913427523425E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14143937E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139479        1.6363308799109179E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139274        1.6515765673266979E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139317        1.6653578573812395E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139351        1.6779694267209272E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14163938E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139354       -4.3991540123045234E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139274       -4.3062135569037835E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139510       -4.0748424380350173E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139240       -3.7063524566331007E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14183939E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139473       -2.0910973808624426E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139271       -2.0966140763622381E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139311       -2.0862385997843436E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139348       -2.0603972142151600E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14203940E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139354       -1.7333920454963304E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139274       -1.7484051650022019E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139507       -1.7607046115204402E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139246       -1.7706098621985348E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14223940E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139485        2.8698514928563612E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139274        2.7684581721077580E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139314        2.5362600503226316E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139354        2.1742386792126977E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14243941E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139354        2.0288762503543276E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139277        2.0332716040807294E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139510        2.0213204325593687E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139246        1.9934401486097381E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14263942E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139482        1.8213422663101609E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139271        1.8360235070236065E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139317        1.8467557531813503E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139357        1.8538801523901092E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14283943E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139359       -1.3334273106766365E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139288       -1.2243059865969373E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139516       -9.9274033847807618E-008  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139254       -6.3935836750193297E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14303943E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139485       -1.9568006466812250E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139280       -1.9600625894335130E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139323       -1.9466113626843603E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139362       -1.9168541393672100E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14323944E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139357       -1.8997200040414681E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139288       -1.9139918899602261E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139513       -1.9230998595826721E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139251       -1.9274042931279737E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14343945E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139485       -2.0160944735273904E-008  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139277       -3.1777378397481409E-008  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139331       -5.4735447519820811E-008  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139362       -8.9007127089839975E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14363946E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139365        1.8753036003364135E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139288        1.8774325599578577E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139516        1.8625724713449389E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139257        1.8311171186789964E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14383946E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139482        1.9681307947470614E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139277        1.9819322642003040E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139331        1.9893812510874907E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139362        1.9908561181756239E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14403947E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139371        1.7267862283539049E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139288        1.8493746084542047E-007  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139519        2.0757258533763621E-007  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139263        2.4059111301192678E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14423948E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139485       -1.7848892450190243E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139283       -1.7858861542358441E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139334       -1.7697102991781843E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139362       -1.7367391681023303E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14443949E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139374       -2.0262694878705122E-006  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139291       -2.0395365765462069E-006  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303139527       -2.0452956691960835E-006  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303139263       -2.0439417844954821E-006  -0.0000000000000000       -0.0000000000000000     
# Time =     1.14463949E+04 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139487       -3.2339102682650521E-007  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303139286       -3.3622436271838169E-007  -0.0000000000000000       -0.0000000000000000     
